Index,Name,Ranking,Overview,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2019 Endowment,School Website
73,Clemson University,#74,"Clemson University is a public institution that was founded in 1889. It has a total undergraduate enrollment of 20,195, its setting is suburban, and the campus size is 17,000 acres. It utilizes a semester-based academic calendar. Clemson University's ranking in the 2021 edition of Best Colleges is National Universities, #74. Its in-state tuition and fees are $15,120; out-of-state tuition and fees are $38,112. Clemson University is a land-grant institution that conducts research for the betterment of the community. Students and faculty are involved in projects ranging from improving irrigation systems to lowering youth bullying rates in South Carolina schools. Sports and the color orange are a big part of Clemson, and the Clemson Tigers compete in the NCAA Division I Atlantic Coast Conference. Students can participate in more than 400 student clubs and organizations, with about 25 percent of students involved in the Greek system. Freshmen are required to live in university housing, and nearly half of all students choose to live on campus. Notable alumni include former U.S. Sen. Strom Thurmond, former Washington Redskins center Jeff Bostic and PGA Tour golfer Lucas Glover.","Public, Coed",1889,None,Semester,Suburban,$774.5 million +,http://www.clemson.edu
74,Virginia Tech,#74,"Virginia Tech is a public institution that was founded in 1872. It has a total undergraduate enrollment of 29,300, and the campus size is 2,600 acres. It utilizes a semester-based academic calendar. Virginia Tech's ranking in the 2021 edition of Best Colleges is National Universities, #74. Its in-state tuition and fees are $13,749; out-of-state tuition and fees are $32,893. Virginia Tech, a former military technical institute in Blacksburg, encourages students to “invent the future.” It is a research powerhouse, with seven research institutes and two university research centers that offer undergraduate and graduate students research opportunities. Graduate offerings include programs in the highly ranked College of Engineering. The university sports teams, known as the Hokies, compete in the NCAA Division I Atlantic Coast Conference. Students account for more than half the total residents in Blacksburg. They can participate in more than 600 clubs and organizations, including a large Greek system of more than 50 fraternities and sororities. Freshmen must live on campus, and the school has renowned dining facilities. Notable Hokie alumni include football player Michael Vick and talk show host Hoda Kotb.","Public, Coed",1872,None,Semester,N/A,$1.3 billion +,//www.vt.edu
75,American University,#76,"American University is a private institution that was founded in 1893. It has a total undergraduate enrollment of 8,527, its setting is suburban, and the campus size is 84 acres. It utilizes a semester-based academic calendar. American University's ranking in the 2021 edition of Best Colleges is National Universities, #76. Its tuition and fees are $51,335. Students at American University benefit from the school's location in the political hub of the nation. Washington, D.C., is a playground for the politically and socially oriented with its countless museums, restaurants, clubs and year-round events. The university, located in a suburban pocket of northwest Washington, is close to a stop on the D.C.-area Metrorail transit system. Rides downtown take about 15 minutes. Students at American have been rated among the most politically active in the nation, and there are more than 200 student clubs and organizations on campus. The school also has a sizeable Greek system, with about 30 fraternities and sororities. The American University Eagles sports teams compete in the NCAA Division I Patriot League, and the school’s mascot is, accordingly, an eagle. Catching a professional sports contest, such as a Redskins football game or a Nationals baseball game, is a quick trip from campus, too. The university is affiliated with the Methodist church, but its Kay Spiritual Life Center houses about 25 groups of different faiths. The confluence of opportunities on and off campus clearly works for most students: American University boasts a notably high freshmen retention rate of around 90 percent. American University has eight unique schools, including the well-regarded Washington College of Law. All students can take advantage of the school’s cultural hubs, such as the Katzen Arts Center and Greenberg Theatre. For time away from the nation's capital, more than 70 percent of undergraduates study abroad. American University's School of International Service is one of the top ten international affairs schools in the country. Dozens of politicians are alumni of American University, including U.S. Reps. Loretta Sanchez and Donald Manzullo and former U.S. Reps. Betsy Markey and Bill Shuster. Mike Panetta, the former shadow representative for Washington, D.C., is also an American University graduate.","Private, Coed",1893,United Methodist,Semester,Suburban,$705.0 million +,http://www.american.edu
76,Baylor University,#76,"Baylor University is a private institution that was founded in 1845. It has a total undergraduate enrollment of 14,108, its setting is city, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. Baylor University's ranking in the 2021 edition of Best Colleges is National Universities, #76. Its tuition and fees are $47,364. The student community at Baylor University is bound together largely by religion and service. The Waco, Texas, school is a private, Baptist institution, and its student body is particularly active in volunteerism. Each semester, students donate a collective 12,000 hours of time to service projects through a one-day program called Steppin’ Out. Students can volunteer year-round through the school’s Urban Missions, which coordinates service projects in the local community, and Global Missions, which sends students abroad. The student body is also active in faith-based activities. Each year, students lead Be The Change, a week of speakers, breakout sessions and events that give religion a global focus. Freshmen are required to live on campus and must also take two semesters of Chapel, attending worship services every Monday and Wednesday. Students and faculty gather daily for a campus prayer at noon, and weekly for free ice cream floats during ""Dr Pepper Hour."" Students can also get involved in more than 300 student organizations on campus. There are about 40 fraternities and sororities, and the organizations compete in their own intramural sports leagues. Baylor is one of the only private schools in the NCAA Division I Big 12 Conference, but the sports teams, known as the Baylor Bears, stay competitive – especially in football. The school mascot, not surprisingly, is a bear. Baylor University also has its own holiday, Diadeloso, or ""The Day of the Bear,"" a day when classes are canceled so students can participate in athletics tournaments and attend free concerts. Waco, which is 100 miles from Dallas and Austin, is a small city with outdoor recreation opportunities like hiking and mountain biking. Baylor University faculty and students are active in research. The university partners with the city of Waco in some of its research initiatives, including the Center for Reservoir and Aquatic Systems Research and the Waco Mammoth Site. For those who want to write about events on and off campus, the school newspaper, the Baylor Lariat, hires a small staff of student writers on a yearly basis. Famous Baylor University graduates include Angela Kinsey, an actress who portrayed the character Angela on ""The Office,"" comedian and ventriloquist Jeff Dunham and Mark Hurd, former CEO of Hewlett-Packard.","Private, Coed",1845, Baptist,Semester,City,$1.3 billion +,http://www.baylor.edu
77,Indiana University--Bloomington,#76,"Indiana University—Bloomington is a public institution that was founded in 1820. It has a total undergraduate enrollment of 33,084, its setting is city, and the campus size is 1,940 acres. It utilizes a semester-based academic calendar. Indiana University—Bloomington's ranking in the 2021 edition of Best Colleges is National Universities, #76. Its in-state tuition and fees are $11,221; out-of-state tuition and fees are $37,600. No one quite knows what a ""Hoosier"" is, but a murky definition does not stop students at Indiana University— Bloomington from fiercely identifying with the term. The school's sports teams are notorious competitors in the NCAA Division I Big Ten Conference, and, since Indiana University does not have a mascot, all teams are known simply as Hoosiers. There are more than 750 student organizations on campus, and more than 8,200 students go Greek in the school’s large community of fraternities and sororities. Freshmen must live on campus for at least two semesters, though there are some exceptions. The Midwestern college town of Bloomington, or B-town, as it is known to many, is home to a lively cultural scene. Arts and entertainment performances, such as the annual Lotus World Music & Arts Festival, take place year-round. Students can explore the surrounding area through the Indiana University Outdoor Adventures program, which coordinates hiking, whitewater rafting and rock climbing trips. Active students can compete in the annual Little 500, the largest collegiate bike race in the nation and a fundraiser for university scholarships, or spend 36 hours on their feet in the IU Dance Marathon, a fundraiser for Riley Hospital for Children in Indianapolis. Among IU Bloomington’s many graduate-level programs are the highly ranked Kelley School of Business, School of Education and Maurer School of Law. Distinguished Indiana alumni include composer and songwriter Hoagy Carmichael, who penned “Georgia on My Mind;"" screenwriter and producer Jeri Taylor, who wrote for ""Star Trek;"" and author Meg Cabot, who wrote ""The Princess Diaries"" series.","Public, Coed",1820,None,Semester,City,$1.2 billion,https://www.indiana.edu
78,Yeshiva University,#76,"Yeshiva University is a private institution that was founded in 1886. It has a total undergraduate enrollment of 2,038, its setting is urban, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Yeshiva University's ranking in the 2021 edition of Best Colleges is National Universities, #76. Its tuition and fees are $46,475. Yeshiva University is Jewish institution in New York City. The university is divided into three undergraduate colleges: Yeshiva College, the Stern College for Women and the Sy Syms School of Business, each at campuses throughout Manhattan. A university shuttle system transports students between campuses. The university also has a campus in Israel, where more than 600 students a year study through the S. Daniel Abraham Israel Program. All freshmen are required to live on campus. There are hundreds of student organizations on campus, from a computer science club to the Student Holocaust Education Movement. The Yeshiva Maccabees sports teams compete at the NCAA Division III level. The school has a Center for the Jewish Future, which sponsors projects like the YU Torah Online. Students participate in regular Shabbat programs on and off campus with guest speakers, social programming and meals. There are student publications at each campus, including newspapers The Commentator and The Observer. Yeshiva University earns accolades for its highly ranked research opportunities at the Albert Einstein College of Medicine, and Yeshiva has a law school, too. The school has a number of graduate offerings specific to the Jewish faith through the Azrieli Graduate School of Jewish Education and Administration and the Bernard Revel Graduate School of Jewish Studies, which offers master’s degrees in areas such as Medieval Jewish History and Jewish Philosophy.","Private, Coed",1886,None,Semester,Urban,$504.0 million,http://www.yu.edu
79,Brigham Young University--Provo,#80,"Brigham Young University—Provo is a private institution that was founded in 1875. It has a total undergraduate enrollment of 31,292, its setting is city, and the campus size is 557 acres. It utilizes a semester-based academic calendar. Brigham Young University—Provo's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its tuition and fees are $5,970. Student life centers on religion and responsibility at Brigham Young University—Provo, a school founded and supported by The Church of Jesus Christ of Latter-day Saints. There are more than 300 clubs on campus and a student volunteer coalition completes community service projects around campus. There is no Greek system at BYU. The BYU Cougars mainly compete in the NCAA Division I West Coast Conference. The football team is known for the number of players drafted by the NFL: about 140 players and counting. All BYU students can participate in the intramural sports, and about 40 percent choose to do so. Freshmen do not have to live on the Provo, Utah, campus, though the school encourages it. All students live according to a strict honor code, which prohibits – among other things – camping with members of the opposite sex and growing a beard without a doctor's approval. Extramarital and gay sex are also prohibited. Situated at the base of the Wasatch Mountains, the campus is close to plentiful climbing, hiking and biking opportunities. Provo is also home to the Missionary Training Center, where students of the Latter-day Saints faith can enroll to learn and grow before serving at least 18 months around the world. Known for its excellence in language education, BYU regularly offers courses in 62 different languages. About 65 percent of students speak a second language. In addition to its main location in Provo, BYU has campuses in Idaho and Hawaii. Notable BYU alumni include former U.S. presidential candidate Mitt Romney, ""Twilight"" series author Stephenie Meyer and actors Jon Heder of ""Napoleon Dynamite"" and Aaron Eckhart of ""Batman: The Dark Knight.""","Private, Coed",1875,Latter Day Saints (Mormon Church),Semester,City,$1.9 billion,http://www.byu.edu
80,Gonzaga University,#80,"Gonzaga University is a private institution that was founded in 1887. It has a total undergraduate enrollment of 5,238, its setting is city, and the campus size is 152 acres. It utilizes a semester-based academic calendar. Gonzaga University's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its tuition and fees are $44,920. Gonzaga University is a private, Roman Catholic institution that is open to students of all faiths. Residing along the Spokane River, it is less than half a mile to downtown Spokane, Wash. On campus, there are more than 95 active clubs for students to choose from. Intramural sports are very popular at Gonzaga, with more than 60 percent of the student body participating. The Bulldogs of Gonzaga are part of the NCAA Division I West Coast Conference. The men’s basketball team is the pride and joy of the university, and the team has returned the love by winning more than 90 percent of its games at the school’s McCarthey Athletic Center. At Gonzaga, students are required to live on campus during their first two years, but the university has stated that on-campus housing is not guaranteed for an entire college career. Students interested in outdoor pursuits can journey to the 100-acre Riverfront Park and go ice skating in the winter or check out the sky ride over the falls. They can also explore the Spokane River Centennial Trail, a 37-mile paved trail perfect for walking, running, skating, or biking. As a Roman Catholic institution, Gonzaga collaborates with Bishop White Seminary by offering theology courses to students preparing for priesthood. The Gonzaga University School of Law is one of only three law schools in the state of Washington, and it has produced multiple state Supreme Court justices. With a large international presence on campus, the university has increased its offerings to international students with the creation of the Center for Global Engagement. Mock trial is a very popular, highly competitive political law club at the school. Students that would like entry into the club must go through a series of rigorous tryouts before joining the team. Notable alumni of the university include singer Bing Crosby, former Speaker of the House Tom Foley, and Hall of Fame basketball player John Stockton. ","Private, Coed",1887,Roman Catholic,Semester,City,$299.7 million +,https://www.gonzaga.edu
81,Howard University,#80,"Howard University is a private institution that was founded in 1867. It has a total undergraduate enrollment of 6,526, its setting is urban, and the campus size is 257 acres. It utilizes a semester-based academic calendar. Howard University's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its tuition and fees are $28,440. At Howard University, a historically black college in the heart of the District of Columbia, all undergraduate students complete a universitywide core curriculum. Required courses include those in English composition and Afro-American studies. Students then have dozens of majors to choose from, including Afro-American studies, French and music therapy. Outside of class, Howard students may choose to get involved in one of the school's many student organizations, including fraternities and sororities and academic clubs. The university has its own stop on the city's public transportation system, the Metro, and students are also permitted to bring cars to school. Freshmen, however, are not eligible for campus parking. The school offers a range of male, female and coed housing, both on and off campus. Howard University has many graduate programs as well, including those in the School of Business, School of Law, College of Medicine and College of Engineering, Architecture and Computer Sciences. Notable alumni of Howard University include former U.S. Supreme Court Justice Thurgood Marshall, Pulitzer Prize-winning author Toni Morrison and Emmy Award-winning actress Phylicia Rashad.","Private, Coed",1867,None,Semester,Urban,$692.8 million +,http://www.howard.edu
82,Michigan State University,#80,"Michigan State University is a public institution that was founded in 1855. It has a total undergraduate enrollment of 39,176, its setting is suburban, and the campus size is 5,192 acres. It utilizes a semester-based academic calendar. Michigan State University's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its in-state tuition and fees are $14,460; out-of-state tuition and fees are $39,766. Michigan State University was the first land-grant institution in the country and became a model for similar schools. Michigan State is also home to one of the nation's only environmental journalism organizations, a solar car racing team and a student-run organic farm. Its graduate programs include the highly ranked College of Education and the well-regarded Eli Broad College of Business. Students can join more than 900 student clubs, including 60-plus fraternities and sororities. The university has one of the largest single-campus residence hall systems in the U.S., and freshmen must live on campus, with a few exceptions. Students can take advantage of more than 275 study abroad programs.","Public, Coed",1855,None,Semester,Suburban,$3.4 billion +,http://www.msu.edu/
83,North Carolina State University,#80,"North Carolina State University is a public institution that was founded in 1887. It has a total undergraduate enrollment of 25,973, its setting is city, and the campus size is 2,137 acres. It utilizes a semester-based academic calendar. North Carolina State University's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its in-state tuition and fees are $9,101; out-of-state tuition and fees are $29,220. North Carolina State University, also known as NC State, is the largest four-year college in the state. As such, students have a surplus of choices, from more than 100 programs to major in to more than 580 clubs and organizations to join. The university has a large Greek community that fields about 13 percent of the student body. For other extracurricular activities, students can check out annual events in Raleigh, such as the North Carolina State Fair and Winterfest. Freshmen are required to live on campus, and about 80 percent choose to. On the sports fields, NC State is known as The Wolfpack and competes in the NCAA Division I Atlantic Coast Conference. NC State has a variety of academic departments that serve graduate students, too, including a highly ranked engineering school that's particularly well known for its nuclear and biological/agricultural engineering programs; an education program; and the Jenkins Graduate School of Management. Notable NC State graduates include former White House Press Secretary Robert Gibbs and Olympic swimmer and gold medalist Cullen Jones.","Public, Coed",1887,None,Semester,City,$1.4 billion +,http://admissions.ncsu.edu
84,Stevens Institute of Technology,#80,"Stevens Institute of Technology is a private institution that was founded in 1870. It has a total undergraduate enrollment of 3,487, its setting is city, and the campus size is 55 acres. It utilizes a semester-based academic calendar. Stevens Institute of Technology's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its tuition and fees are $55,952. Innovation and entrepreneurship is stressed at Stevens Institute of Technology, a research-intensive school primarily known for its engineering, science and management programs. Incoming freshmen are required to have the proper technology, and can use special school discounts to buy a laptop that can work with the software specialized to their major. Students can opt for a cooperative education track, which is a five-year program with mostly alternating semesters of class and full-time, paid work. Students participating in the Stevens Cooperative Education Program complete a full first and fifth year at Stevens, and pay for only four years of school.  Though Stevens focuses heavily on science and engineering, the university is organized into four schools or colleges, which includes the College of Arts and Letters. This college takes a unique approach to a traditional liberal arts education because the coursework emphasizes the intersection of the arts and humanities with science and technology. On campus, in Hoboken, New Jersey, there are more than 100 clubs and organizations, including about 15 fraternities and sororities. Housing is guaranteed for four years, and more than 60% of students choose to live on campus. The campus lies along the Hudson River, and New York City is a boat or subway ride away. The Stevens Ducks compete in the NCAA Division III Empire 8 Athletic Conference until fall 2019, when the university enters the Middle Atlantic Conference, or MAC. Through the school’s Adopt-a-Team program, all student athletes have a faculty mentor to help them juggle sports and school work.  The school was exclusively for male students until 1971, and now, females make up 30% of the student body. Notable Stevens alumni include Alfred W. Fielding, one of the inventors of Bubble Wrap packaging material, and Frederick Winslow Taylor, widely known as the father of scientific management.","Private, Coed",1870,None,Semester,City,$224.3 million +,http://www.stevens.edu
85,Texas Christian University,#80,"Texas Christian University is a private institution that was founded in 1873. It has a total undergraduate enrollment of 9,474, its setting is suburban, and the campus size is 302 acres. It utilizes a semester-based academic calendar. Texas Christian University's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its tuition and fees are $51,660. Texas Christian University is the biggest religious university associated with the Christian Church (Disciples of Christ) and is open to students of any faith. There are more than 20 religious organizations for students to join, among more than 200 others. Greek life is a popular option, with close to 40 percent of the student body involved in more than 30 fraternities and sororities. Freshmen and sophomores must live on campus, unless they are older than 21 or commute from a parent's home. The Horned Frog sports teams are members of the NCAA Division I Big XII Conference and are especially competitive in football. The unusual mascot is a small lizard and is also the official state reptile of Texas. Volunteer activities are a particularly big draw for students, and the school’s Center for Community Involvement & Service-Learning coordinates excursions like service trips over spring break. The campus is about five miles from downtown Fort Worth, a historic area that still has an Old West feel. Students can check out live bull riding shows at Billy Bob’s, a restaurant that is billed as the world’s largest honky-tonk, or catch a rodeo at the Cowtown Coliseum. Dallas is about 35 miles away. The university is affiliated with the Brite Divinity School, a theological seminary. The university has its own specialty study abroad programs in London; Florence, Italy; and Seville, Spain, and coordinates with other schools for students wishing to study elsewhere. Notable alumni include journalist Bob Schieffer and Rod Roddy, a former announcer on ""The Price is Right.""","Private, Coed",1873, Christian Church (Disciples of Christ),Semester,Suburban,$1.6 billion +,http://www.tcu.edu
86,University of Denver,#80,"University of Denver is a private institution that was founded in 1864. It has a total undergraduate enrollment of 5,774, its setting is city, and the campus size is 125 acres. It utilizes a quarter-based academic calendar. University of Denver's ranking in the 2021 edition of Best Colleges is National Universities, #80. Its tuition and fees are $53,775. The University of Denver, known as DU, has a women’s college that female students can opt to enroll in courses. The university is also home to the well-regarded Sturm College of Law. Students can participate in more than 100 student clubs and organizations, including about 15 fraternities and sororities. Freshmen and sophomores must live on campus, with some exceptions. Student athletes compete on the Denver Pioneers sports teams, members of the NCAA Division I Summit League. The school's ski team has won more national championships than any other program in the country. Notable alumni include former U.S. Secretary of State Condoleezza Rice; comedian David Adkins, known as Sinbad; and Peter Coors, former CEO of MillerCoors.","Private, Coed",1864,None,Quarter,City,$786.4 million +,http://www.du.edu
87,Binghamton University--SUNY,#88,"Binghamton University—SUNY is a public institution that was founded in 1946. It has a total undergraduate enrollment of 14,165, its setting is suburban, and the campus size is 930 acres. It utilizes a semester-based academic calendar. Binghamton University—SUNY's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its in-state tuition and fees are $10,494; out-of-state tuition and fees are $27,884. Outdoor recreation abounds in the southeastern New York location of Binghamton University. Despite its name, the university is actually located in Vestal, N.Y., a suburb of Binghamton. The campus includes a nature preserve, complete with a forest and pond where students can hike, bike and run around. Through the Adventure Resource Center and the Outdoor Pursuits program, students can participate in organized kayaking, climbing and camping trips or can plan an excursion of their own. Winter sports fans can go skiing and snowboarding at Greek Peak, a 30-mile trip from campus. On campus, annual student events include University Fest and Spring Fling, two outdoor celebrations with live music, carnival rides and food. There are more than 300 student organizations, including nearly 60 recognized fraternities and sororities. Freshmen must live on campus. One perk of living in the school's residence facilities: free laundry. The Binghamton Bearcats compete in the NCAA Division I America East Conference, and student fans form the BU Zoo cheering section during basketball games. The school mascot is a bearcat named Baxter. On average, more than nine in 10 students remain at SUNY Binghamton after freshman year, one of the highest first-year retention rates in the country. Binghamton University is ranked as one of the top schools in the state of New York. Highly ranked graduate programs include the Department of History, Department of Public Administration and Department of Psychology. In addition, the university is renowned for its sustainability efforts. Notable alumni include Madeleine Smithberg, the co-creator and former executive producer of ""The Daily Show,"" Andrew Bergman, the screenwriter who penned ""Blazing Saddles,"" and Tony Kornheiser, an ESPN commentator.","Public, Coed",1946,None,Semester,Suburban,$117.3 million +,http://www.binghamton.edu
88,Colorado School of Mines,#88,"Colorado School of Mines is a public institution that was founded in 1874. It has a total undergraduate enrollment of 5,154, its setting is suburban, and the campus size is 500 acres. It utilizes a semester-based academic calendar. Colorado School of Mines's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its in-state tuition and fees are $19,100; out-of-state tuition and fees are $39,800. For students who want to work in the sciences, opportunities abound at the Colorado School of Mines. A public engineering and applied sciences school in Golden, Colorado, Mines has 14 academic departments, including Mechanical Engineering and Geophysics. The school also offers courses in the Liberal Arts & International Studies and Economics & Business departments. When students aren’t studying, the school’s location is ideal for outdoor recreation. Golden is 13 miles from the state capital of Denver and lies in the foothills of the Rocky Mountains, where students can bike, hike and climb. The campus also has a climbing wall for students to test their skills before attempting the Rockies. Cold-weather sports fans can partake in the annual Winter Carnival, a student-run affair packed with skiing and snowboarding at a local resort. The Mines sports teams, known as the Orediggers, compete in the NCAA Division II Rocky Mountain Athletic Conference, which is mostly made up of other teams from Colorado. The school mascot is Blaster the burro, and a giant ""M"" emblazoned onto nearby Mount Zion signifies the school spirit. There are more than 140 student clubs and organizations, including seven fraternities and three sororities. First-year students are required to live on campus. Even the student newspaper, The Oredigger, is decidedly science based; sections include weekly roundups of new discoveries and a Geek of the Week feature. Research opportunities abound for undergraduate and graduate students at the Renewable Energy Materials Research Science and Engineering Center and the Unconventional Natural Gas and Oil Institute, two on-campus powerhouses for energy innovation. The school campus is also home to a geology museum, where admission is free and students can check out displays from moon rocks to fossilized dinosaur tracks. Mines alumni garner some of the highest-paid starting salaries in the country, and graduates have gone on to excel as engineers, scientists and entrepreneurs. Notable alumni include Andrew Swiger, senior vice president and principal financial officer of ExxonMobil, and Harold M. Korell, executive chairman of the board of Southwestern Energy.","Public, Coed",1874,None,Semester,Suburban,$251.6 million +,http://www.mines.edu
89,Elon University,#88,"Elon University is a private institution that was founded in 1889. It has a total undergraduate enrollment of 6,277, its setting is suburban, and the campus size is 656 acres. It utilizes a 4-1-4-based academic calendar. Elon University's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its tuition and fees are $37,921. Elon University is located in Elon, N.C., between Greensboro and the Raleigh-Durham-Chapel Hill triangle. With more than 240 clubs and organizations, there are many ways for students to get involved. Every Tuesday, the community hosts College Coffee, a weekly campus tradition during which faculty, staff and students gather for coffee and snacks at the Phi Beta Kappa Commons. Students can work off the extra calories participating in intramural, club or varsity sports. The Phoenix, Elon’s varsity athletic teams, compete in the NCAA Division I Colonial Athletic Association (CAA). Greek organizations are a significant part of social life on campus, representing about 35% of the student body. All first- and second-year students are required to live on campus in one of the residence halls. Elon is organized into six schools and colleges: the College of Arts and Sciences, Martha and Spencer Love School of Business, School of Communications, School of Education, School of Health Sciences, and School of Law. Undergraduates choose from more nearly 60 majors within a variety of disciplines. Each year, 45 incoming first-year students are admitted into the Honors Program, which offers smaller discussion classes, a motivated academic community, and benefits like study abroad grants and special Honors housing. More than 80% of students at Elon study abroad. The Elon University Poll conducts three polls each semester on issues of importance in and around North Carolina.","Private, Coed",1889,None,4-1-4,Suburban,$269.9 million +,http://www.elon.edu
90,Marquette University,#88,"Marquette University is a private institution that was founded in 1881. It has a total undergraduate enrollment of 8,515, its setting is urban, and the campus size is 107 acres. It utilizes a semester-based academic calendar. Marquette University's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its tuition and fees are $45,666. Marquette University, a private Catholic, Jesuit school, is in walking distance of downtown Milwaukee, a city known for its restaurants, zoo and athletics. The Marquette Golden Eagles are members of the NCAA Division I Big East Conference and are especially competitive in basketball. The men's basketball team plays in the Wisconsin Entertainment & Sports Center, which is also home to the NBA's Milwaukee Bucks. There is no varsity football team, but enthusiasts of the sport can play at the intramural level. Other sports options include a tennis singles league, indoor volleyball and intramural innertube water polo. Students have almost 300 clubs and organizations to get involved in, and about 15 percent of the student body takes part in the Greek system, which includes more than 20 fraternities and sororities. To kick off each spring semester, the university holds the Winter Flurry, a week of games and activities that culminates in a semiformal dance known as Snowball. Freshmen and sophomores must live on campus, unless they reside locally with a family member or guardian. Lake Michigan is a mile from campus, and students can travel on Milwaukee County Transit System buses for free with a pass. Marquette has more than 25 academic centers and institutes on campus, including the Thermofluid Science and Energy Research Center and National Sports Law Institute. The Les Aspin Center for Government, located on Capitol Hill in Washington, D.C., brings students to study and intern in the nation’s capital for a semester. Notable Marquette alumni include Gail Collins, a New York Times columnist; Patrick Eugene Haggerty, cofounder of Texas Instruments; and Chris Farley, an actor who starred on ""Saturday Night Live"" and in ""Tommy Boy."" (In that film, Farley’s character, Tommy Callahan, is also a Marquette graduate.)","Private, Coed",1881,Roman Catholic,Semester,Urban,$698.0 million,http://www.marquette.edu
91,Stony Brook University--SUNY,#88,"Stony Brook University—SUNY is a public institution that was founded in 1957. It has a total undergraduate enrollment of 17,909, its setting is suburban, and the campus size is 1,454 acres. It utilizes a semester-based academic calendar. Stony Brook University—SUNY's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its in-state tuition and fees are $10,530; out-of-state tuition and fees are $28,200. Stony Brook University is one of 64 schools in the State University of New York (SUNY) system. Located on the North Shore of Long Island, the university is accessible by car, train and ferry, and many students choose to commute. Freshmen do not have to live on campus. Academic activity pauses each Wednesday from 1 p.m. to 2:30 p.m. for Campus Life Time, when students can check out free concerts, sample free food and take a break from the rigor of classes. Annually, students gather for events like the Roth Pond Regatta, a race of student-made cardboard boats, and the Shirley Strum Kenny Student Arts Festival, a week of student work showcases. Students can also check out more than 300 student organizations on campus, including more than 30 fraternities and sororities. On the athletic fields, the Stony Brook Seawolves compete in the NCAA Division I America East Conference. For a workout off the field, students can bike and hike around Stony Brook’s large, wooded campus, which includes the Ashley Schiff Park Preserve. For an urban experience, New York City is about 60 miles away. Stony Brook is home to the only undergraduate journalism school in the SUNY system as well as the highly ranked Stony Brook University Medical Center. The university also has a location in Southampton and a classroom building in Manhattan. Notable alumni include Patricia S. Cowings, the first woman to be trained as an astronaut in the United States, and Craig Allen, a meteorologist for WCBS Newsradio 880 in New York City.","Public, Coed",1957,None,Semester,Suburban,$265.8 million +,http://www.stonybrook.edu
92,University at Buffalo--SUNY,#88,"University at Buffalo—SUNY is a public institution that was founded in 1846. It has a total undergraduate enrollment of 21,921, its setting is suburban, and the campus size is 1,350 acres. It utilizes a semester-based academic calendar. University at Buffalo—SUNY's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its in-state tuition and fees are $10,724; out-of-state tuition and fees are $28,194.","Public, Coed",1846,None,Semester,Suburban,$797.9 million,http://www.buffalo.edu
93,University of California--Riverside,#88,"University of California—Riverside is a public institution that was founded in 1954. It has a total undergraduate enrollment of 22,055, its setting is city, and the campus size is 1,200 acres. It utilizes a quarter-based academic calendar. University of California—Riverside's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its in-state tuition and fees are $13,859; out-of-state tuition and fees are $43,613. Despite its setting in Southern California, UCR has a distinctly Scottish feel. All residence halls at the University of California—Riverside are named for landmarks in Scotland, including Aberdeen-Inverness and Pentland Hills. Student athletes compete as UCR Highlanders in the NCAA Division I Big West Conference. The school's original mascot was a live Scottish terrier; today, sports teams are supported by a kilt-clad bear named Scotty. Members of the student Pep Band don plaid berets and sashes as they play the ""Brave Scots"" fight song at sports matches, and students who play the bagpipes or drums can join the school's Pipe Band as well. About 70 percent of UCR students are commuters, and freshmen do not have to live on campus. Students may want to hang around after class, however, for notable annual events like the fall Block Party and Spring Splash. There are more than 300 student organizations to check out, too, including about 40 fraternities and sororities. Freshmen can ease into college with the help of the First Year Success Series, a combination of seminars and workshops that teach students study and time management skills. Riverside is in an ideal location for road trips, with Disneyland and Orange County within a 40-mile drive and Los Angeles about 60 miles away. UCR is one of 10 schools in the University of California system and was the official UC Citrus Experiment Station before becoming a university. In the years since, faculty researchers have bred several new types of fruit, including the Melogold grapefruit and the Golden Nugget orange. Today, the university offers well-regarded graduate programs through the Bourns College of Engineering and Graduate School of Education. Notable alumni include Pulitzer Prize-winning editorial cartoonist Steve Breen, best-selling mystery novel author Elizabeth George and Nobel Prize-winning chemist Richard Schrock.","Public, Coed",1954,None,Quarter,City,$257.1 million +,http://www.ucr.edu
